DATE,SnowNLP_sent
2020-12-24,2.6470880345463854e-06
2020-12-28,0.4999926877007258
2020-12-29,4.1524561567030105e-11
2020-12-30,0.2932701333612467
2020-12-31,0.34859368810397595
2021-01-01,0.34135811159645624
2021-01-02,0.5024394578513015
2021-01-03,0.46089000961398136
2021-01-04,0.28600967129983496
2021-01-05,0.2812000433757417
2021-01-06,0.27195591038694267
2021-01-07,0.239074554828264
2021-01-08,0.262960584067348
2021-01-09,0.2694600496169764
2021-01-10,0.43917652207065366
2021-01-11,0.2940891737461757
2021-01-12,0.28419194712552076
2021-01-13,0.36369379014763475
2021-01-14,0.33385696847549345
2021-01-15,0.20890502032938477
2021-01-16,0.18523575916651472
2021-01-17,0.19244218293905785
2021-01-18,0.40252654075345873
2021-01-19,0.37066147780807984
2021-01-20,0.2695141018029624
2021-01-21,0.3131865906939922
2021-01-22,0.2698781339199707
2021-01-23,0.2720920305590035
2021-01-24,0.391940096702018
2021-01-25,0.2753176369576904
2021-01-26,0.2170626863109408
2021-01-27,0.2601224908319435
2021-01-28,0.2988011376042383
2021-01-29,0.1953157185363659
2021-01-30,0.36801555289186577
2021-01-31,0.31534946142657005
2021-02-01,0.1981456503434671
2021-02-02,0.25968807205470473
2021-02-03,0.302971501566002
2021-02-04,0.2760936616069813
2021-02-05,0.26919024369500516
2021-02-06,0.3312551629576281
2021-02-07,0.34424115002870165
2021-02-08,0.2847485475957527
2021-02-09,0.2936402154461319
2021-02-10,0.3082702163079479
2021-02-11,0.3374429512578794
2021-02-12,0.41022546835343704
2021-02-13,0.377500877177784
2021-02-14,0.4028891334953617
2021-02-15,0.21750581211704478
2021-02-16,0.2958336921896602
2021-02-17,0.34939881541468926
2021-02-18,0.374560839636647
2021-02-19,0.3152492371110267
2021-02-20,0.4214491099779813
2021-02-21,0.4428638350199881
2021-02-22,0.2607559073146983
2021-02-23,0.3091193192633675
2021-02-24,0.3402211788545111
2021-02-25,0.2994025116690427
2021-02-26,0.3842848563476385
2021-02-27,0.24621966758926203
2021-02-28,0.30443468045297406
2021-03-01,0.43798397525242383
2021-03-02,0.30589866583977937
2021-03-03,0.3055201508597096
2021-03-04,0.3407342842976132
2021-03-05,0.36678836619735616
2021-03-06,0.31549397557039477
2021-03-07,0.21641254195987253
2021-03-08,0.33721573485222933
2021-03-09,0.3513992964185414
2021-03-10,0.34216225963834485
2021-03-11,0.232746198988763
2021-03-12,0.342717777978128
2021-03-13,0.4406263156068269
2021-03-14,0.38168046726909305
2021-03-15,0.3150846844185524
2021-03-16,0.31457469390983694
2021-03-17,0.35785026469492803
2021-03-18,0.31272039890558556
2021-03-19,0.3087071497397208
2021-03-20,0.34385609412965484
2021-03-21,0.272296496557472
2021-03-22,0.3055698787140398
2021-03-23,0.37304291841953435
2021-03-24,0.31678908726119925
2021-03-25,0.34075036765518096
2021-03-26,0.3601266149722178
2021-03-27,0.3661790172016224
2021-03-28,0.2923429607338505
2021-03-29,0.26679176501674473
2021-03-30,0.28929802954324135
2021-03-31,0.2983705611489003
2021-04-01,0.25377029376029336
2021-04-02,0.25630967085995915
2021-04-03,0.18234638224802857
2021-04-04,0.31680841823035394
2021-04-05,0.34271247666367854
2021-04-06,0.25538215465693365
2021-04-07,0.2535444593077067
2021-04-08,0.2159372493594248
2021-04-09,0.26590388405616583
2021-04-10,0.42618160376636505
2021-04-11,0.24821621511698735
2021-04-12,0.2584628885997913
2021-04-13,0.22617109641206365
2021-04-14,0.2627393081163311
2021-04-15,0.26296890666255246
2021-04-16,0.2422323182747409
2021-04-17,0.24960177010819748
2021-04-18,0.30740115697304327
2021-04-19,0.35303875561305814
2021-04-20,0.19780664520084007
2021-04-21,0.22503400430734682
2021-04-22,0.2416421777877684
2021-04-23,0.23803562271674025
2021-04-24,0.326389421406034
2021-04-25,0.34691959729495075
2021-04-26,0.2457751834887081
2021-04-27,0.3017799344778496
2021-04-28,0.29725961582822924
2021-04-29,0.31390885400423013
2021-04-30,0.35973815974676326
2021-05-01,0.4197035116740687
2021-05-02,0.31464214532118784
2021-05-03,0.39249441240889654
2021-05-04,0.3065345590329787
2021-05-05,0.23665486231677113
2021-05-06,0.29053463645604305
2021-05-07,0.3743258287417224
2021-05-08,0.2641791487859311
2021-05-09,0.32060268512785955
2021-05-10,0.26240630073888727
2021-05-11,0.35333221295968215
2021-05-12,0.31999920793973297
2021-05-13,0.26257551375076166
2021-05-14,0.2134320442392505
2021-05-15,0.33273560910085986
2021-05-16,0.3242093263161629
2021-05-17,0.32155683669186225
2021-05-18,0.29239149904692113
2021-05-19,0.33901723938233047
2021-05-20,0.3114929100765792
2021-05-21,0.2359047571059759
2021-05-22,0.31872143761161537
2021-05-23,0.37148310838280174
2021-05-24,0.2442023920593947
2021-05-25,0.23850369441993596
2021-05-26,0.2912880445697579
2021-05-27,0.2496702863843931
2021-05-28,0.37419175426000006
2021-05-29,0.29691124038668787
2021-05-30,0.3302241751646736
2021-05-31,0.20958972000727769
2021-06-01,0.26714710618172804
2021-06-02,0.30159868986393645
2021-06-03,0.22415036748268713
2021-06-04,0.22505459248838286
2021-06-05,0.20503193947287712
2021-06-06,0.31650247347156696
2021-06-07,0.2952372226458436
2021-06-08,0.3163881793977626
2021-06-09,0.2874415279653266
2021-06-10,0.3590578298529956
2021-06-11,0.30922080463562146
2021-06-12,0.3387484799865394
2021-06-13,0.23280216546539736
2021-06-14,0.32908648884688024
2021-06-15,0.22460696162967989
2021-06-16,0.28925593932954674
2021-06-17,0.2919257164263692
2021-06-18,0.30099008881285133
2021-06-19,0.3710957007671738
2021-06-20,0.36497850683299354
2021-06-21,0.24285491858506678
2021-06-22,0.24922137834553382
2021-06-23,0.26900848958449297
2021-06-24,0.26816412447079724
2021-06-25,0.19457110978857176
2021-06-26,0.23511756764727346
2021-06-27,0.3922792107128271
2021-06-28,0.3629043078484894
2021-06-29,0.2616610847264599
2021-06-30,0.27599776186182373
2021-07-01,0.25624157909722095
2021-07-02,0.345819197711664
2021-07-03,0.46434238883123147
2021-07-04,0.2443487997692086
2021-07-05,0.3130223949346207
2021-07-06,0.2522954585844533
2021-07-07,0.375233633117103
2021-07-08,0.34481510587624686
2021-07-09,0.25076182018503845
2021-07-10,0.2640754815802815
2021-07-11,0.3355013896094643
2021-07-12,0.2841020370571814
2021-07-13,0.26289727058869117
2021-07-14,0.3010587297620125
2021-07-15,0.24545257131098042
2021-07-16,0.2668370025567446
2021-07-17,0.28038445263323986
2021-07-18,0.36578532028120736
2021-07-19,0.3638431691021645
2021-07-20,0.28881374005338595
2021-07-21,0.2824934360951137
2021-07-22,0.20215490142161688
2021-07-23,0.2455279555087834
2021-07-24,0.37161032028291485
2021-07-25,0.30887921999278073
2021-07-26,0.3336061410349323
2021-07-27,0.274653999092335
2021-07-28,0.25902563020142544
2021-07-29,0.2525344092276297
2021-07-30,0.3014624330266662
2021-07-31,0.38591470639474373
2021-08-01,0.44167894832513344
2021-08-02,0.26293257834922484
2021-08-03,0.27425906694335195
2021-08-04,0.2859612063137913
2021-08-05,0.24208200778030037
2021-08-06,0.36669198891820215
2021-08-07,0.32956597877738225
2021-08-08,0.4415586283177883
2021-08-09,0.29793456999525486
2021-08-10,0.31309632803273807
2021-08-11,0.24099075805067116
2021-08-12,0.21997836509471927
2021-08-13,0.269715413737035
2021-08-14,0.32693377055525324
2021-08-15,0.24377105745631233
2021-08-16,0.2849122706190488
2021-08-17,0.32383060221834115
2021-08-18,0.35712213366214424
2021-08-19,0.2616182783795036
2021-08-20,0.22955201254074167
2021-08-21,0.2775527877944135
2021-08-22,0.2940947656488672
2021-08-23,0.31215874104925995
2021-08-24,0.23691687760038294
2021-08-25,0.3315024734713637
2021-08-26,0.24113225677861885
2021-08-27,0.2362369929297548
2021-08-28,0.32031080009378077
2021-08-29,0.3142699366647924
2021-08-30,0.3847976427437253
2021-08-31,0.24711789244626425
2021-09-01,0.306955273432335
2021-09-02,0.2629605933394349
2021-09-03,0.2348117158832286
2021-09-04,0.34275534565587384
2021-09-05,0.29844324059079785
2021-09-06,0.2705301166534607
2021-09-07,0.36165883465421755
2021-09-08,0.35091050354583453
2021-09-09,0.319153663920094
2021-09-10,0.3607965481395545
2021-09-11,0.287786910202762
2021-09-12,0.3749564547469006
2021-09-13,0.28217296906788625
2021-09-14,0.3157565416450806
2021-09-15,0.3248953017646146
2021-09-16,0.2997357233605136
2021-09-17,0.32978251515298307
2021-09-18,0.3538503990718182
2021-09-19,0.3479824046108693
2021-09-20,0.38363655130097757
2021-09-21,0.28680278983712687
2021-09-22,0.2721873616616864
2021-09-23,0.22931184270783478
2021-09-24,0.2884378422960341
2021-09-25,0.34908467537148
2021-09-26,0.31951864575312644
2021-09-27,0.33780459837193394
2021-09-28,0.36630621978487815
2021-09-29,0.289450184771533
2021-09-30,0.33357118719748113
2021-10-01,0.22220398127338303
2021-10-02,0.3153071305274668
2021-10-03,0.2772066260039688
2021-10-04,0.21309195699900427
2021-10-05,0.28606594904734095
2021-10-06,0.2993350237096534
2021-10-07,0.2373665465601985
2021-10-08,0.26197153513375404
2021-10-09,0.3010344406951352
2021-10-10,0.33940182047124995
2021-10-11,0.335775229511745
2021-10-12,0.25587856453039387
2021-10-13,0.3316367849454315
2021-10-14,0.260305005594149
2021-10-15,0.24282787464043712
2021-10-16,0.2836049999561875
2021-10-17,0.23475992156759518
2021-10-18,0.3468020233960699
2021-10-19,0.25595008952291265
2021-10-20,0.24084337715325463
2021-10-21,0.2667813718821233
2021-10-22,0.28825523390755786
2021-10-23,0.34430219264790995
2021-10-24,0.37588808139329744
2021-10-25,0.266346609531289
2021-10-26,0.27999484800629504
2021-10-27,0.2657057688329692
2021-10-28,0.27447199348135654
2021-10-29,0.29865171417202246
2021-10-30,0.2057399381312196
2021-10-31,0.4741258534680594
2021-11-01,0.3033864605848191
2021-11-02,0.2705424652486618
2021-11-03,0.26626663675761814
2021-11-04,0.3080644842173457
2021-11-05,0.3561008303559528
2021-11-06,0.2942537834914936
2021-11-07,0.2317526221470634
2021-11-08,0.29634797312732303
2021-11-09,0.19621427589777987
2021-11-10,0.25428478570848584
2021-11-11,0.20576906930819808
2021-11-12,0.27904572990733656
2021-11-13,0.351310228384051
2021-11-14,0.3225967728359703
2021-11-15,0.3386492085453094
2021-11-16,0.3077479002610955
2021-11-17,0.27617413079862996
2021-11-18,0.27459934103386807
2021-11-19,0.29048643736125945
2021-11-20,0.21041482981026646
2021-11-21,0.30351903212206455
2021-11-22,0.342601203133178
2021-11-23,0.23670966914134303
2021-11-24,0.2661797707427903
2021-11-25,0.3203148694184799
2021-11-26,0.3081384652188539
2021-11-27,0.3267656416512699
2021-11-28,0.3084989640910054
2021-11-29,0.3236869991772333
2021-11-30,0.32202739661559343
2021-12-01,0.27231230642795
2021-12-02,0.2961199973008214
2021-12-03,0.3302710919590848
2021-12-04,0.3325891171178622
2021-12-05,0.33272266739685535
2021-12-06,0.27783112609904975
2021-12-07,0.2696148346451476
2021-12-08,0.31875523431879504
2021-12-09,0.2750414256943271
2021-12-10,0.22826278378123016
2021-12-11,0.3087166177669081
2021-12-12,0.3471244011977565
2021-12-13,0.2970888423484613
2021-12-14,0.28510143660992715
2021-12-15,0.31104821189204945
2021-12-16,0.2555837849498783
2021-12-17,0.3026554155510022
2021-12-18,0.2938725565415586
2021-12-19,0.3721106978262223
2021-12-20,0.35430186532120894
2021-12-21,0.2734014713955344
2021-12-22,0.29993172171882726
2021-12-23,0.3123780031426866
2021-12-24,0.25772452375408056
2021-12-25,0.29469961786521054
2021-12-26,0.2683540539408473
2021-12-27,0.27363687319231544
2021-12-28,0.30122683982535636
2021-12-29,0.31240054476760576
2021-12-30,0.25926623138214955
2021-12-31,0.39206042382574413
2022-01-01,0.27935199190486765
2022-01-02,0.30881505149491084
2022-01-03,0.3214734731486596
2022-01-04,0.2831643349932969
2022-01-05,0.3271225716855028
2022-01-06,0.2706094172768634
2022-01-07,0.35094012588327556
2022-01-08,0.3312408438363523
2022-01-09,0.44142377710532144
2022-01-10,0.3325308292083648
2022-01-11,0.2779956382926898
2022-01-12,0.26416764023086076
2022-01-13,0.2973298138769916
2022-01-14,0.2721881828504983
2022-01-15,0.3395128545985893
2022-01-16,0.32483669026796863
2022-01-17,0.33466726987010886
2022-01-18,0.276018511056675
2022-01-19,0.2913128882604829
2022-01-20,0.3070531983337975
2022-01-21,0.3270567496992513
2022-01-22,0.3446859884389389
2022-01-23,0.379833207374601
2022-01-24,0.30962775174587026
2022-01-25,0.3329638927559619
2022-01-26,0.26459143753083353
2022-01-27,0.2880385289265188
2022-01-28,0.2635675302772355
2022-01-29,0.31372300182856466
2022-01-30,0.41020911258821685
2022-01-31,0.40682928926344253
2022-02-01,0.3192886912582169
2022-02-02,0.3316046705668898
2022-02-03,0.30891110151797874
2022-02-04,0.36309602132088015
2022-02-05,0.3439080118372544
2022-02-06,0.2984751520498826
2022-02-07,0.28394465263753305
2022-02-08,0.2790199206783643
2022-02-09,0.2962439257842649
2022-02-10,0.26021378324576333
2022-02-11,0.30222762041273454
2022-02-12,0.3519377589962208
2022-02-13,0.33776106564686603
2022-02-14,0.3188567564210765
2022-02-15,0.32330092594486504
2022-02-16,0.2586142041925143
2022-02-17,0.24725389485174634
2022-02-18,0.35079373418137394
2022-02-19,0.387352864031844
2022-02-20,0.3628985464381896
2022-02-21,0.3207685179615507
2022-02-22,0.24688721738237618
2022-02-23,0.2918930073945896
2022-02-24,0.32362579162930666
2022-02-25,0.27425158166206465
2022-02-26,0.36112676044997094
2022-02-27,0.32718646127018947
2022-02-28,0.38081440759630136
2022-03-01,0.2695693251367916
2022-03-02,0.37444456675979926
2022-03-03,0.26916100322989134
2022-03-04,0.27566070726218794
2022-03-05,0.3092715492104319
2022-03-06,0.3252572631374515
2022-03-07,0.3010072494667968
2022-03-08,0.30494436206891756
2022-03-09,0.3198394096669785
2022-03-10,0.29426922267897493
2022-03-11,0.27233365261096293
2022-03-12,0.30953602934182234
2022-03-13,0.2936778474012696
2022-03-14,0.29078118612027226
2022-03-15,0.23421311072761516
2022-03-16,0.31966946300264976
2022-03-17,0.27487660450824375
2022-03-18,0.2566919415527953
2022-03-19,0.3392119312868101
2022-03-20,0.3905310790699708
2022-03-21,0.24197575743551838
2022-03-22,0.3061033565357836
2022-03-23,0.28936146138637797
2022-03-24,0.2811503454025454
2022-03-25,0.26412399641760775
2022-03-26,0.2868948017992394
2022-03-27,0.32064714732806404
2022-03-28,0.331180198845657
2022-03-29,0.3069738872353051
2022-03-30,0.28572012784277456
2022-03-31,0.2842725247160047
2022-04-01,0.3231439418713845
2022-04-02,0.3426588629493709
2022-04-03,0.28406734021114144
2022-04-04,0.3138941513721615
2022-04-05,0.35495576849168153
2022-04-06,0.29130078627228123
2022-04-07,0.295492184778425
2022-04-08,0.32066534234998234
2022-04-09,0.3498405289024811
2022-04-10,0.33831168827420305
2022-04-11,0.32499137382272114
2022-04-12,0.2672191808199481
2022-04-13,0.3092863682336884
2022-04-14,0.27378413443437716
2022-04-15,0.2944558180309931
2022-04-16,0.30909506366755884
2022-04-17,0.3586613803329945
2022-04-18,0.3241089911704886
2022-04-19,0.27238384846449987
2022-04-20,0.3108510532379839
2022-04-21,0.29641586717662416
2022-04-22,0.26253852702850233
2022-04-23,0.36063893743742037
2022-04-24,0.30028217591374723
2022-04-25,0.3151494994535275
2022-04-26,0.3022354414164681
2022-04-27,0.31284704901514654
2022-04-28,0.3433798667107118
2022-04-29,0.30813557822667315
2022-04-30,0.3263251726424956
2022-05-01,0.3181822649957547
